Error log data for Pathfinder
time, t_taken, offerror, angleerror, offsetpid, anglepid, output
1491944077291, 79, -54, -31, -17.61, -38.01, 76
1491944077361, 70, -52, -32, -24.60, -34.08, 73
1491944077405, 36, -51, -33, -23.99, -34.31, 73
1491944077486, 75, -56, -31, -33.90, -30.06, 68
1491944077563, 77, -60, -31, -34.12, -31.36, 66
1491944077624, 52, -72, -29, -47.75, -27.71, 56
1491944077693, 68, -76, -28, -41.82, -27.24, 62
1491944077764, 69, -82, -25, -48.09, -23.54, 60
1491944077830, 65, -79, -24, -37.05, -22.64, 72
1491944077899, 68, -76, -23, -35.48, -22.23, 74
1491944077972, 72, -75, -22, -36.02, -21.30, 74
1491944078020, 46, -72, -21, -33.71, -19.93, 78
1491944078090, 69, -67, -22, -28.39, -23.95, 79
1491944078160, 69, -65, -23, -31.07, -23.65, 77
1491944078261, 99, -63, -25, -29.62, -27.64, 74
1491944078334, 73, -64, -25, -33.79, -26.36, 71
1491944078390, 55, -63, -28, -30.08, -31.94, 69
1491944078459, 67, -66, -28, -36.65, -28.41, 66
1491944078532, 72, -70, -27, -38.92, -26.87, 66
1491944078592, 51, -78, -24, -48.11, -20.60, 63
1491944078681, 88, -79, -23, -40.32, -22.19, 69
1491944078724, 41, -78, -23, -37.48, -22.83, 71
1491944078791, 66, -72, -22, -31.18, -22.20, 78
1491944078842, 50, -69, -22, -31.72, -23.00, 77
1491944078896, 54, -66, -23, -30.45, -23.68, 77
1491944078964, 67, -61, -26, -26.18, -29.81, 76
1491944079033, 58, -61, -27, -30.58, -27.51, 73
1491944079090, 57, -63, -26, -33.93, -25.04, 73
1491944079132, 41, -64, -26, -33.13, -26.04, 72
1491944079194, 49, -64, -27, -31.82, -28.97, 71
1491944079281, 86, -64, -27, -32.31, -26.51, 73
1491944079363, 82, -75, -21, -48.93, -16.70, 66
1491944079416, 52, -69, -27, -28.97, -32.40, 70
1491944079477, 60, -67, -27, -31.73, -28.22, 72
1491944079546, 68, -68, -27, -34.60, -27.35, 70
1491944079608, 61, -67, -28, -33.50, -28.96, 69
1491944079681, 73, -65, -29, -30.89, -30.62, 70
1491944079747, 64, -64, -28, -31.14, -26.86, 73
1491944079784, 36, -62, -27, -29.57, -27.34, 75
1491944079859, 74, -66, -27, -36.46, -26.76, 68
1491944079930, 70, -67, -26, -34.59, -25.62, 71
1491944079993, 63, -71, -24, -40.52, -21.69, 69
1491944080050, 54, -73, -22, -38.61, -21.68, 71
1491944080111, 61, -75, -21, -39.74, -20.59, 71
1491944080157, 45, -77, -18, -41.17, -15.99, 74
1491944080227, 66, -75, -17, -36.09, -16.46, 79
1491944080327, 98, -73, -17, -34.63, -17.40, 79
1491944080395, 67, -67, -18, -27.33, -19.29, 85
1491944080463, 67, -65, -17, -30.22, -16.71, 85
1491944080524, 60, -61, -17, -26.75, -18.16, 87
1491944080595, 69, -57, -19, -25.00, -21.26, 85
1491944080657, 61, -56, -20, -27.52, -22.09, 82
1491944080721, 63, -56, -21, -28.21, -21.46, 82
1491944080759, 37, -55, -21, -26.20, -22.56, 83
1491944080860, 101, -53, -22, -24.97, -22.89, 84
1491944080943, 82, -48, -26, -19.70, -29.76, 82
1491944080996, 51, -49, -25, -24.85, -24.79, 82
1491944081040, 41, -49, -25, -25.11, -25.04, 81
1491944081126, 86, -50, -19, -26.46, -13.87, 91
1491944081210, 83, -46, -14, -19.61, -10.03, 102
1491944081257, 46, -45, -16, -21.77, -17.95, 92
1491944081374, 116, -48, -13, -27.37, -9.86, 94
1491944081422, 48, -49, -11, -25.05, -10.22, 96
1491944081474, 51, -47, -8, -22.54, -4.75, 104
1491944081530, 55, -46, -7, -22.44, -6.15, 103
1491944081582, 51, -45, -6, -20.68, -5.07, 106
1491944081639, 56, -33, -4, -4.96, -2.26, 124
1491944081698, 57, -29, -4, -11.31, -3.86, 116
1491944081777, 69, -20, -3, -0.30, -2.24, 129
1491944081837, 59, -13, -2, -0.13, -2.58, 129
1491944081892, 55, -9, -2, -1.47, -2.37, 128
1491944081922, 28, -6, -2, 0.53, -2.93, 129
1491944081998, 75, -1, -2, 4.68, -1.58, 135
1491944082054, 52, 0, -1, 1.99, -1.58, 132
1491944082144, 87, 5, -1, 7.73, -1.98, 137
1491944082221, 75, 10, -1, 9.53, -2.00, 139
1491944082295, 72, 14, -1, 11.72, -1.99, 141
1491944082343, 46, 18, -2, 13.15, -2.75, 142
1491944082462, 118, 20, -2, 12.65, -2.02, 142
1491944082514, 49, 20, -1, 9.68, -1.67, 140
1491944082589, 75, 17, -1, 5.88, -1.36, 136
1491944082666, 76, 16, -1, 7.89, -1.08, 138
1491944082726, 60, 14, -1, 5.27, -0.67, 136
1491944082797, 69, 14, -1, 7.11, -2.63, 136
1491944082880, 75, 14, -1, 7.73, -2.03, 137
1491944082962, 79, 13, -1, 5.91, -1.47, 136
1491944083034, 72, 12, -1, 5.00, -1.86, 135
1491944083088, 44, 11, -1, 4.57, -1.83, 134
1491944083176, 86, 8, -1, 1.80, -1.10, 132
1491944083225, 48, 8, -1, 3.99, -1.61, 134
1491944083297, 70, 8, -1, 4.73, -1.82, 134
1491944083381, 76, 8, -1, 3.17, -1.18, 133
1491944083466, 83, 10, -1, 7.96, -1.95, 138
1491944083523, 56, 13, -1, 8.95, -1.91, 139
1491944083578, 51, 13, -1, 7.47, -1.90, 137
1491944083640, 60, 16, -2, 11.19, -2.39, 140
1491944083689, 47, 17, -2, 9.60, -2.05, 139
1491944083769, 79, 17, -2, 8.92, -2.10, 138
1491944083815, 45, 18, -2, 10.20, -2.97, 139
1491944083896, 80, 18, -2, 8.58, -2.45, 138
1491944083985, 87, 16, -2, 7.32, -2.06, 137
1491944084027, 40, 14, -2, 4.86, -2.07, 134
1491944084088, 57, 13, -2, 5.79, -2.31, 135
1491944084186, 97, 11, -1, 3.67, -1.55, 134
1491944084246, 59, 12, -2, 7.04, -2.67, 136
1491944084316, 69, 11, -2, 4.92, -2.13, 134
1491944084395, 77, 10, -2, 4.25, -2.22, 134
1491944084446, 50, 9, -2, 3.91, -2.05, 133
1491944084506, 57, 9, -2, 4.68, -2.58, 134
1491944084580, 72, 8, -2, 3.55, -1.80, 133
1491944084616, 36, 7, -2, 2.96, -2.40, 132
1491944084696, 79, 8, -2, 4.36, -2.46, 133
1491944084746, 49, 7, -2, 3.79, -2.25, 133
1491944084828, 82, 7, -2, 3.95, -1.78, 134
1491944084885, 55, 8, -1, 4.65, -1.77, 134
1491944084954, 68, 8, -1, 5.01, -1.81, 135
1491944085020, 63, 10, -2, 6.82, -2.35, 136
1491944085055, 35, 11, -1, 7.02, -1.70, 137
1491944085149, 93, 13, -2, 8.84, -2.41, 138
1491944085195, 44, 15, -2, 9.87, -2.24, 139
1491944085280, 85, 17, -2, 11.27, -2.52, 140
1491944085340, 58, 19, -2, 11.66, -2.71, 140
1491944085390, 49, 18, -2, 8.09, -2.16, 137
1491944085447, 56, 19, -2, 11.00, -3.29, 139
1491944085519, 71, 18, -2, 8.57, -2.04, 138
1491944085598, 57, 18, -2, 9.25, -3.23, 138
1491944085648, 49, 17, -2, 7.76, -2.65, 137
1491944085686, 36, 17, -2, 9.05, -2.67, 138
1491944085777, 90, 13, -1, 2.99, -1.27, 133
1491944085851, 72, 13, -2, 6.35, -3.11, 135
1491944085900, 48, 12, -2, 5.38, -2.49, 134
1491944085976, 67, 10, -2, 3.41, -2.38, 133
1491944086049, 72, 10, -2, 5.42, -1.92, 135
1491944086110, 60, 10, -1, 5.04, -1.59, 135
1491944086186, 75, 10, -1, 5.54, -2.03, 135
1491944086245, 57, 11, -2, 6.80, -2.42, 136
1491944086282, 37, 11, -1, 5.78, -1.79, 135
1491944086388, 105, 11, -1, 5.82, -1.99, 135
1491944086462, 73, 12, -2, 7.30, -2.01, 137
1491944086545, 83, 13, -2, 7.58, -2.05, 137
1491944086594, 48, 13, -2, 7.17, -2.04, 137
1491944086676, 80, 15, -2, 9.66, -2.36, 139
1491944086749, 73, 16, -2, 9.83, -2.59, 139
1491944086833, 84, 17, -2, 9.46, -2.47, 138
1491944086887, 52, 18, -2, 10.77, -3.08, 139
1491944086940, 52, 19, -2, 10.31, -2.86, 139
1491944087043, 102, 18, -2, 8.96, -1.98, 138
1491944087119, 75, 19, -2, 10.29, -3.53, 138
1491944087180, 59, 20, -3, 10.62, -3.30, 139
1491944087258, 78, 19, -3, 9.80, -3.44, 138
1491944087322, 63, 20, -3, 10.20, -2.96, 139
1491944087414, 91, 19, -3, 9.11, -2.93, 138
1491944087494, 78, 18, -3, 7.94, -3.21, 136
1491944087580, 85, 16, -2, 6.96, -2.29, 136
1491944087669, 88, 16, -2, 7.22, -2.86, 136
1491944087711, 41, 16, -3, 8.76, -3.47, 137
1491944087804, 92, 15, -3, 7.02, -3.58, 135
1491944087852, 47, 15, -3, 7.17, -3.13, 136
1491944087945, 91, 13, -2, 5.18, -2.55, 134
1491944088025, 79, 11, -2, 3.84, -2.61, 133
1491944088088, 62, 11, -3, 5.05, -3.55, 133
1491944088161, 72, 10, -3, 4.41, -3.80, 132
1491944088235, 66, 8, -3, 2.98, -3.87, 131
1491944088312, 76, 8, -3, 4.53, -4.19, 132
1491944088387, 74, 8, -5, 3.93, -6.49, 129
1491944088477, 87, 8, -10, 3.55, -14.90, 120
1491944088561, 84, 8, -15, 4.09, -20.51, 115
1491944088652, 90, 0, -18, -9.57, -21.47, 100
1491944088720, 68, -4, -19, -5.53, -20.86, 105
1491944088814, 93, -4, -20, -2.99, -21.97, 107
1491944088874, 59, -11, -23, -12.75, -25.85, 93
1491944088946, 71, -11, -24, -6.24, -25.37, 100
1491944088996, 46, -22, -24, -21.24, -24.52, 86
1491944089077, 80, -26, -25, -17.99, -26.53, 87
1491944089138, 59, -33, -25, -22.94, -25.85, 83
1491944089216, 77, -35, -26, -20.12, -26.65, 85
1491944089257, 40, -42, -27, -28.24, -29.77, 73
1491944089320, 63, -47, -28, -29.14, -28.83, 74
1491944089361, 39, -50, -28, -28.26, -28.81, 74
1491944089399, 31, -54, -28, -31.75, -28.74, 71
1491944089484, 83, -59, -28, -34.86, -28.02, 69
1491944089553, 66, -59, -28, -29.82, -27.83, 74
1491944089642, 88, -62, -27, -33.91, -27.17, 70
1491944089711, 69, -66, -26, -37.65, -26.15, 68
1491944089743, 31, -67, -26, -34.12, -25.96, 71
1491944089830, 86, -67, -26, -34.00, -25.92, 72
1491944089890, 60, -67, -26, -33.60, -26.70, 71
1491944089960, 69, -67, -26, -33.70, -26.43, 71
1491944089995, 34, -68, -25, -34.70, -24.72, 72
1491944090050, 54, -68, -25, -34.03, -25.58, 72
1491944090123, 72, -69, -25, -36.41, -26.01, 69
1491944090167, 39, -70, -26, -36.38, -26.30, 69
1491944090265, 97, -70, -25, -35.32, -24.60, 72
1491944090328, 62, -71, -25, -36.31, -25.50, 70
1491944090396, 67, -71, -26, -35.88, -26.75, 69
1491944090442, 34, -68, -27, -31.33, -28.62, 72
1491944090482, 39, -66, -27, -31.83, -27.69, 72
1491944090591, 108, -62, -28, -26.60, -30.06, 75
1491944090626, 34, -60, -29, -28.05, -29.51, 74
1491944090697, 70, -57, -29, -26.03, -29.04, 76
1491944090755, 49, -57, -28, -29.18, -28.05, 74
1491944090822, 65, -59, -27, -31.08, -27.19, 73
1491944090906, 75, -65, -25, -38.27, -24.00, 69
1491944090962, 56, -66, -25, -35.39, -24.76, 71
1491944091027, 63, -73, -24, -42.92, -23.07, 66
1491944091091, 63, -74, -24, -38.40, -24.24, 69
1491944091123, 31, -73, -24, -35.82, -25.38, 70
1491944091214, 90, -71, -25, -33.13, -26.20, 72
1491944091250, 36, -68, -25, -30.94, -25.46, 75
1491944091328, 77, -63, -25, -27.55, -25.61, 78
1491944091396, 67, -60, -25, -26.95, -25.63, 79
1491944091440, 36, -57, -25, -25.48, -26.00, 80
1491944091526, 86, -58, -24, -31.14, -24.03, 76
1491944091600, 73, -60, -24, -31.36, -23.25, 77
1491944091643, 41, -62, -23, -33.32, -21.97, 76
1491944091731, 87, -63, -24, -32.21, -25.50, 74
1491944091772, 39, -61, -25, -28.77, -26.34, 76
1491944091883, 111, -54, -27, -21.12, -29.08, 81
1491944091936, 50, -54, -28, -27.31, -28.97, 75
1491944091987, 41, -56, -28, -30.60, -28.79, 72
1491944092025, 38, -58, -28, -30.78, -29.46, 71
1491944092095, 69, -61, -29, -34.49, -30.47, 67
1491944092142, 42, -62, -30, -31.51, -30.44, 70
1491944092236, 94, -67, -30, -39.14, -30.23, 62
1491944092277, 40, -68, -29, -35.77, -29.72, 66
1491944092362, 84, -71, -27, -38.60, -25.32, 68
1491944092421, 58, -73, -26, -38.91, -26.21, 66
1491944092456, 34, -75, -26, -39.64, -25.98, 66
1491944092529, 73, -74, -26, -35.94, -26.15, 69
1491944092595, 65, -72, -26, -33.95, -26.34, 71
1491944092654, 43, -68, -26, -30.24, -26.77, 74
1491944092694, 38, -65, -27, -29.45, -27.92, 74
1491944092760, 64, -62, -27, -27.96, -27.68, 76
1491944092821, 60, -61, -25, -29.99, -24.52, 77
1491944092918, 85, -61, -25, -31.11, -24.28, 76
1491944092976, 53, -62, -24, -31.37, -24.61, 76
1491944093058, 81, -62, -25, -31.82, -25.37, 74
1491944093129, 70, -60, -24, -28.88, -24.57, 78
1491944093165, 35, -62, -23, -33.20, -22.63, 76
1491944093253, 87, -65, -22, -35.76, -21.04, 75
1491944093324, 70, -65, -22, -32.31, -22.06, 77
1491944093366, 42, -64, -22, -31.33, -21.80, 78
1491944093420, 46, -63, -21, -31.45, -21.83, 78
1491944093478, 56, -62, -22, -30.40, -22.36, 79
1491944093517, 38, -63, -22, -32.43, -22.34, 77
1491944093599, 81, -62, -22, -30.48, -21.78, 79
1491944093658, 58, -63, -21, -33.15, -21.67, 77
1491944093731, 71, -63, -21, -31.50, -21.59, 78
1491944093777, 46, -60, -22, -26.89, -23.52, 81
1491944093861, 84, -53, -22, -19.84, -22.12, 90
1491944093953, 91, -51, -22, -23.78, -22.36, 85
1491944093997, 44, -53, -20, -28.62, -19.17, 84
1491944094059, 61, -52, -19, -25.38, -18.58, 88
1491944094151, 91, -54, -18, -29.56, -16.89, 85
1491944094206, 54, -56, -14, -30.59, -11.11, 90
1491944094297, 90, -58, -11, -30.53, -8.41, 93
1491944094361, 63, -56, -9, -25.97, -8.08, 97
1491944094454, 92, -53, -7, -24.44, -6.08, 101
1491944094502, 48, -49, -6, -20.82, -5.24, 105
1491944094587, 85, -41, -4, -13.20, -3.39, 115
1491944094682, 94, -39, -4, -17.13, -4.14, 110
1491944094746, 63, -34, -3, -12.11, -1.96, 117
1491944094823, 77, -33, -2, -16.49, -2.16, 113
1491944094869, 45, -26, -2, -5.25, -2.08, 124
1491944094989, 119, -19, -1, -2.48, -1.54, 127
1491944095067, 77, -16, -1, -5.68, -1.73, 124
1491944095116, 48, -9, -1, 1.82, -1.37, 132
1491944095198, 81, -4, -1, 3.10, -0.95, 134
1491944095249, 50, -2, -1, 0.88, -1.47, 131
1491944095328, 78, 2, -1, 6.31, -1.27, 137
1491944095377, 44, 4, -1, 4.32, -1.76, 134
1491944095456, 79, 9, -1, 9.81, -1.87, 139
1491944095543, 82, 9, -1, 5.32, -1.56, 135
1491944095595, 51, 11, -1, 6.92, -1.67, 137
1491944095684, 88, 13, -1, 9.14, -1.84, 139
1491944095752, 66, 14, -1, 8.19, -1.70, 138
1491944095851, 97, 14, -1, 7.53, -1.53, 137
1491944095916, 63, 17, -1, 10.83, -2.11, 140
1491944096004, 86, 17, -1, 9.62, -1.65, 139
1491944096051, 45, 19, -2, 12.05, -2.66, 141
1491944096129, 77, 21, -2, 11.78, -3.05, 140
1491944096189, 50, 22, -2, 12.01, -2.86, 141
1491944096266, 76, 22, -3, 12.15, -3.26, 140
1491944096329, 63, 22, -2, 10.41, -3.00, 139
1491944096411, 70, 22, -3, 11.17, -3.17, 140
1491944096473, 61, 22, -3, 12.02, -3.26, 140
1491944096535, 57, 22, -3, 10.40, -2.99, 139
1491944096583, 47, 21, -3, 9.67, -3.14, 138
1491944096660, 75, 20, -3, 9.94, -3.52, 138
1491944096726, 66, 19, -3, 8.83, -3.06, 137
1491944096762, 36, 18, -3, 8.33, -2.99, 137
1491944096846, 68, 17, -3, 7.35, -3.20, 136
1491944096909, 62, 15, -3, 6.40, -2.88, 135
1491944096983, 73, 13, -3, 5.03, -2.99, 134
1491944097073, 89, 12, -2, 5.31, -2.54, 134
1491944097124, 49, 11, -2, 3.83, -2.35, 133
1491944097168, 44, 10, -2, 4.18, -2.42, 133
1491944097207, 37, 9, -2, 4.26, -2.12, 134
1491944097285, 77, 10, -2, 5.40, -2.20, 135
1491944097347, 61, 10, -2, 6.14, -2.41, 135
1491944097399, 51, 11, -2, 5.73, -2.03, 135
1491944097464, 65, 11, -2, 5.55, -2.04, 135
1491944097515, 49, 14, -2, 10.04, -2.84, 139
1491944097591, 74, 14, -2, 7.88, -2.77, 137
1491944097639, 47, 16, -3, 10.11, -3.60, 138
1491944097715, 74, 17, -3, 10.13, -4.25, 137
1491944097786, 68, 16, -3, 7.44, -3.31, 136
1491944097888, 101, 13, -2, 3.61, -2.44, 133
1491944097922, 34, 12, -2, 5.12, -2.41, 134
1491944098015, 92, 10, -2, 3.35, -2.33, 133
1491944098078, 59, 10, -2, 4.58, -2.49, 134
1491944098173, 93, 9, -2, 4.46, -2.24, 134
1491944098235, 59, 7, -1, 1.39, -0.91, 132
1491944098288, 46, 7, -1, 3.77, -1.55, 134
1491944098380, 91, 7, -1, 3.94, -1.41, 134
1491944098458, 74, 8, -1, 5.70, -1.96, 135
1491944098502, 42, 10, -1, 7.39, -2.02, 137
1491944098591, 89, 13, -1, 9.21, -1.90, 139
1491944098674, 82, 16, -2, 11.02, -2.28, 140
1491944098747, 71, 17, -2, 10.73, -2.58, 140
1491944098800, 48, 17, -2, 8.06, -1.68, 138
1491944098886, 84, 17, -2, 9.09, -2.95, 138
1491944098981, 94, 17, -2, 8.72, -2.88, 137
1491944099058, 76, 16, -2, 7.70, -3.24, 136
1491944099109, 50, 14, -2, 4.96, -2.96, 133
1491944099222, 113, 10, -2, 1.41, -2.02, 131
1491944099286, 64, 9, -2, 3.04, -2.34, 132
1491944099319, 32, 9, -2, 4.56, -2.42, 134
1491944099423, 103, 9, -2, 5.04, -2.15, 134
1491944099473, 48, 12, -2, 9.48, -3.00, 138
1491944099554, 80, 16, -2, 11.84, -2.73, 141
1491944099632, 78, 17, -2, 9.47, -2.44, 139
1491944099694, 60, 19, -2, 12.31, -2.51, 141
1491944099790, 85, 19, -2, 9.79, -3.21, 138
1491944099875, 85, 16, -2, 5.04, -2.63, 134
1491944099941, 65, 14, -3, 5.89, -3.41, 134
1491944100013, 71, 14, -3, 6.12, -3.39, 134
1491944100067, 51, 12, -3, 4.49, -3.38, 133
1491944100152, 85, 9, -2, 2.29, -2.12, 132
1491944100253, 100, 9, -2, 3.96, -2.39, 133
1491944100318, 64, 9, -1, 4.39, -1.25, 135
1491944100408, 89, 9, -1, 5.31, -1.41, 135
1491944100490, 80, 12, -1, 9.30, -1.67, 139
1491944100578, 88, 16, -1, 11.87, -1.90, 141
1491944100654, 75, 19, -2, 12.36, -2.87, 141
1491944100720, 65, 20, -2, 11.99, -2.34, 141
1491944100786, 65, 20, -2, 10.18, -2.75, 139
1491944100824, 38, 18, -2, 7.52, -2.73, 136
1491944100933, 108, 17, -2, 7.12, -2.38, 136
1491944100977, 43, 15, -2, 6.74, -2.63, 136
1491944101072, 95, 13, -2, 4.76, -2.80, 133
1491944101121, 48, 13, -2, 6.51, -2.86, 135
1491944101203, 81, 11, -2, 3.70, -2.65, 133
1491944101264, 60, 11, -2, 5.56, -2.77, 134
1491944101335, 63, 11, -2, 5.88, -2.67, 135
1491944101394, 47, 11, -2, 6.14, -2.81, 135
1491944101427, 32, 10, -2, 4.40, -2.53, 133
1491944101492, 64, 10, -2, 5.04, -2.21, 134
1491944101527, 35, 10, -2, 5.91, -2.44, 135
1491944101594, 66, 12, -2, 7.61, -2.67, 136
1491944101674, 71, 11, -2, 5.33, -2.55, 134
1491944101745, 68, 12, -2, 6.53, -3.06, 135
1491944101818, 72, 14, -3, 8.94, -3.44, 137
1491944101890, 71, 14, -3, 7.88, -3.32, 136
1491944101972, 80, 15, -3, 8.11, -3.72, 136
1491944102050, 75, 15, -4, 7.83, -6.34, 133
1491944102097, 47, 14, -4, 6.48, -4.87, 133
1491944102154, 56, 13, -5, 6.37, -6.85, 131
1491944102215, 60, 13, -9, 6.70, -12.78, 125
1491944102312, 97, 13, -10, 7.15, -12.17, 126
1491944102378, 65, 6, -12, -4.84, -14.75, 112
1491944102411, 33, 4, -15, 0.50, -17.41, 115
1491944102503, 92, 3, -18, 1.26, -21.87, 111
1491944102551, 47, 2, -19, 0.23, -20.14, 112
1491944102631, 80, -3, -19, -8.00, -20.22, 103
1491944102678, 46, -4, -20, -3.01, -20.91, 108
1491944102761, 82, -10, -22, -11.27, -24.09, 96
1491944102804, 41, -11, -23, -7.21, -24.61, 100
1491944102884, 79, -17, -26, -14.36, -30.49, 87
1491944102962, 77, -20, -27, -12.78, -27.07, 92
1491944103002, 40, -24, -27, -16.25, -27.99, 87
1491944103106, 102, -26, -27, -15.45, -27.87, 88
1491944103182, 76, -36, -25, -27.92, -23.69, 80
1491944103261, 77, -42, -23, -28.16, -21.99, 81
1491944103331, 69, -46, -23, -27.31, -23.05, 81
1491944103412, 80, -50, -24, -29.26, -24.78, 77
1491944103447, 34, -55, -23, -32.71, -22.63, 76
1491944103533, 85, -61, -26, -36.02, -29.08, 66
1491944103575, 41, -60, -28, -30.17, -30.08, 71
1491944103672, 97, -54, -32, -20.83, -36.70, 74
1491944103743, 70, -52, -33, -24.75, -34.21, 73
1491944103820, 75, -54, -32, -28.79, -32.31, 70
1491944103887, 65, -59, -31, -34.52, -29.82, 67
1491944103949, 61, -64, -30, -38.21, -29.70, 64
1491944104049, 100, -78, -27, -52.67, -23.76, 55
1491944104095, 45, -83, -24, -46.63, -22.09, 63
1491944104180, 85, -83, -23, -41.13, -22.98, 67
1491944104279, 98, -80, -22, -38.38, -22.04, 71
1491944104342, 62, -74, -21, -31.43, -19.69, 80
1491944104447, 104, -67, -21, -26.82, -21.47, 83
1491944104490, 41, -55, -23, -15.00, -25.16, 91
1491944104575, 84, -50, -26, -20.80, -28.87, 82
1491944104621, 45, -51, -27, -27.26, -28.42, 76
1491944104709, 87, -53, -28, -28.09, -29.37, 74
1491944104758, 45, -53, -29, -26.96, -30.57, 74
1491944104830, 72, -54, -30, -27.97, -30.80, 73
1491944104889, 58, -68, -26, -48.39, -22.91, 60
1491944104952, 61, -72, -25, -39.58, -23.88, 68
1491944105021, 67, -79, -23, -47.94, -22.23, 61
1491944105084, 62, -77, -23, -36.00, -24.03, 71
1491944105144, 59, -74, -22, -35.10, -21.89, 75
1491944105204, 52, -67, -23, -26.15, -23.78, 82
1491944105284, 79, -62, -24, -26.87, -25.50, 79
1491944105349, 64, -55, -26, -21.12, -28.57, 82
1491944105416, 65, -58, -26, -31.35, -26.37, 74
1491944105470, 53, -59, -26, -31.25, -26.32, 74
1491944105514, 43, -60, -26, -30.96, -27.33, 73
1491944105618, 103, -62, -27, -34.07, -28.07, 69
1491944105653, 34, -64, -27, -34.20, -26.71, 71
1491944105731, 77, -69, -26, -39.48, -26.80, 65
1491944105781, 49, -67, -27, -31.90, -28.80, 71
1491944105853, 71, -68, -27, -34.75, -27.91, 69
1491944105923, 70, -67, -28, -33.04, -28.62, 70
1491944105965, 40, -67, -28, -34.17, -29.30, 68
1491944106051, 85, -62, -28, -26.53, -28.36, 77
1491944106120, 68, -61, -28, -29.60, -27.76, 74
1491944106186, 64, -62, -27, -31.89, -26.81, 73
1491944106258, 71, -67, -26, -38.98, -25.70, 67
1491944106326, 64, -71, -24, -39.17, -22.98, 69
1491944106356, 29, -75, -22, -42.76, -20.00, 69
1491944106453, 96, -80, -19, -45.47, -16.19, 70
1491944106542, 88, -78, -18, -37.34, -18.17, 76
1491944106580, 36, -69, -17, -25.76, -17.08, 89
1491944106651, 71, -62, -18, -24.46, -18.86, 88
1491944106727, 75, -59, -18, -26.39, -18.36, 87
1491944106785, 47, -57, -17, -26.56, -17.36, 88
1491944106861, 75, -56, -18, -27.18, -19.79, 85
1491944106925, 63, -52, -21, -23.11, -23.25, 85
1491944107025, 87, -52, -21, -25.88, -21.83, 84
1491944107062, 32, -52, -21, -25.82, -21.44, 84
1491944107160, 97, -45, -23, -15.79, -26.42, 89
1491944107225, 65, -42, -26, -18.31, -29.07, 84
1491944107286, 60, -41, -24, -19.12, -21.86, 91
1491944107363, 76, -44, -18, -26.33, -12.66, 93
1491944107419, 47, -42, -18, -19.00, -18.75, 94
1491944107502, 82, -41, -15, -19.55, -11.42, 101
1491944107613, 110, -44, -16, -24.99, -18.29, 88
1491944107687, 74, -45, -14, -24.51, -11.99, 95
1491944107727, 39, -51, -10, -31.72, -5.74, 94
1491944107800, 72, -51, -7, -25.80, -5.73, 100
1491944107830, 29, -48, -6, -21.56, -5.73, 104
1491944107918, 86, -39, -4, -10.25, -2.20, 119
1491944107988, 70, -36, -3, -15.70, -3.42, 112
1491944108029, 39, -30, -3, -9.32, -2.84, 119
1491944108113, 83, -21, -2, -1.19, -2.26, 128
1491944108176, 63, -19, -2, -7.61, -1.75, 122
1491944108242, 66, -16, -2, -4.94, -2.22, 124
1491944108317, 73, -6, -1, 6.65, -1.59, 137
1491944108367, 50, -1, -1, 4.49, -1.24, 135
1491944108447, 79, 10, -1, 16.95, -1.96, 146
1491944108521, 72, 12, -1, 8.27, -1.59, 138
1491944108594, 72, 16, -1, 12.84, -2.19, 142
1491944108669, 75, 16, -1, 7.60, -1.91, 137
1491944108730, 52, 15, -1, 6.22, -1.80, 136
1491944108774, 44, 14, -1, 6.95, -1.66, 137
1491944108855, 80, 10, -1, 1.79, -0.48, 133
1491944108916, 60, 11, -1, 5.91, -0.88, 137
1491944108983, 67, 8, 0, 1.78, -0.07, 133
1491944109030, 46, 6, 0, 1.18, 0.11, 133
1491944109112, 81, 12, -1, 12.38, -2.76, 141
1491944109172, 60, 14, -1, 8.84, -2.14, 138
1491944109238, 53, 13, -1, 5.92, -1.20, 136
1491944109327, 84, 15, -1, 9.64, -1.81, 139
1491944109415, 88, 12, -1, 3.77, -1.45, 134
1491944109488, 71, 12, -1, 6.45, -1.59, 136
1491944109586, 97, 12, -1, 6.13, -1.69, 136
1491944109694, 107, 10, -1, 2.82, -1.65, 133
1491944109758, 63, 11, -1, 6.99, -1.59, 137
1491944109833, 74, 11, -1, 6.47, -2.00, 136
1491944109865, 31, 11, -1, 5.66, -1.86, 135
1491944109975, 109, 14, -2, 9.74, -2.57, 139
1491944110052, 76, 13, -1, 6.65, -1.64, 137
1491944110095, 41, 15, -2, 9.07, -2.57, 138
1491944110157, 61, 16, -2, 9.88, -2.62, 139
1491944110224, 58, 17, -2, 9.89, -2.44, 139
1491944110277, 52, 16, -2, 7.00, -1.96, 137
1491944110369, 90, 18, -2, 10.48, -2.68, 139
1491944110425, 54, 16, -2, 6.57, -1.63, 136
1491944110483, 57, 17, -2, 9.24, -2.57, 138
1491944110553, 69, 17, -2, 9.35, -2.62, 138
1491944110590, 36, 18, -2, 9.93, -2.47, 139
1491944110703, 112, 17, -2, 8.61, -2.90, 137
1491944110744, 37, 18, -3, 9.72, -3.56, 138
1491944110816, 71, 16, -2, 6.37, -2.46, 135
1491944110878, 61, 16, -2, 8.69, -3.08, 137
1491944110956, 76, 16, -3, 8.57, -3.20, 137
1491944111000, 39, 15, -2, 6.48, -2.75, 135
1491944111079, 78, 14, -3, 6.69, -3.47, 135
